"Id","LotFrontage","LotArea","GarageArea","GrLivArea","TotalBsmtSF","SalePrice","lotfrontage_normmean","garagearea_normmean","grlivarea_normmean","totalbsmtsf_normmean","saleprice_normmean"
345,36,2592,336,1112,536,85000,-0.11660944646584467,-0.09660094286763143,-0.07601049333649905,-0.08534033585184853,-0.1332053824335661
346,65,6435,312,1577,972,140200,-0.017294377972693988,-0.11352618969414766,0.011593123845113604,-0.013981907046611215,-0.05654936243634351
349,36,2448,474,1626,764,154000,-0.11660944646584467,0.0007192263848368336,0.020824472752423325,-0.04802446023810058,-0.03738535743703785
350,56,20431,706,2728,1848,437154,-0.048116295780913164,0.16432994570782697,0.22843562572906237,0.12938961504831514,0.3558294738363964
353,60,9084,200,1111,616,95000,-0.03441766564392686,-0.19251067488455667,-0.07619888821215844,-0.07224704616281416,-0.11931842228914173
354,60,8520,484,720,624,105900,-0.03441766564392686,0.007771412562551925,-0.14986128459497683,-0.07093771719391072,-0.10418163573171915
355,60,8400,240,1595,940,140000,-0.03441766564392686,-0.16430193017369632,0.014984231606982482,-0.019219222922224964,-0.05682710163923199
356,105,11249,521,1200,1200,177500,0.11969192339716903,0.03386450142009777,-0.05943174427847343,0.02333396856713674,-0.004751001097640549
358,44,4224,528,1142,1142,134000,-0.08921218619187207,0.03880103174449833,-0.0703586470667176,0.013841333542586822,-0.06515927772588663
362,NULL,9144,240,1505,883,145000,1,-0.16430193017369632,-0.001971307202361904,-0.028548191825661953,-0.0498836215670198
363,64,7301,672,1922,0,198500,-0.020719035506940563,0.14035251270359564,0.07658935594760041,-0.1730653767683788,0.02441161520565066
364,21,1680,264,987,483,118000,-0.16797930947954332,-0.1473766833471801,-0.09955985279392181,-0.0940146402708338,-0.08737841395696565
366,59,10690,468,1344,672,147000,-0.03784232317817344,-0.003512085321792221,-0.03230288218352242,-0.06308174338049011,-0.047106229538134925
369,78,7800,244,1268,1268,132000,0.027226169972511493,-0.1614810557026103,-0.046620892733635455,0.03446326480281595,-0.0679366697547715
372,80,17120,680,1588,0,134432,0.03407548504100464,0.14599426164576773,0.013665467477366808,-0.1730653767683788,-0.06455936104764749
373,50,7175,264,752,744,125000,-0.06866424098639262,-0.1473766833471801,-0.1438326485738766,-0.05129778266035917,-0.07765754185586857
374,79,10634,270,1319,608,123000,0.030650827506758068,-0.14314537164055105,-0.03701275407500697,-0.0735563751317176,-0.08043493388475345
375,65,8200,434,1928,847,219500,-0.017294377972693988,-0.027489518326023532,0.0777197252015567,-0.03444017218572742,0.05357423150894187
379,88,11394,834,1856,1856,394432,0.06147274531497725,0.25459792878258014,0.0641552941540812,0.13069894401721857,0.2965016027073865
381,50,5000,308,1691,1026,127000,-0.06866424098639262,-0.11634706416523369,0.03307013967028316,-0.005143936506513015,-0.0748801498269837
382,60,7200,572,1301,1293,187750,-0.03441766564392686,0.06983065092644473,-0.040403861836875846,0.0385549178306392,0.009483133050394447
384,60,9000,360,784,784,76000,-0.03441766564392686,-0.07967569604111521,-0.13780401255277638,-0.04475113781584198,-0.14570364656354806
386,43,3182,430,1269,1256,192000,-0.09263684372611865,-0.03031039279710957,-0.04643249785797607,0.0324992713494608,0.01538509111177481
387,58,8410,0,1184,658,81000,-0.041266980712420014,-0.33355439843885853,-0.062446062289023545,-0.06537306907607111,-0.13876016649133588
388,72,7200,352,1125,1041,125000,0.006678224767032039,-0.08531744498328729,-0.07356135995292709,-0.0026889446898190703,-0.07765754185586857
390,96,12474,846,2332,1682,426000,0.08887000558894985,0.26306055219583824,0.15383125496794706,0.10222103894356882,0.34033995849130544
391,50,8405,384,1367,861,119000,-0.06866424098639262,-0.06275044921459899,-0.02796980004335663,-0.032148846490146404,-0.0859897179425232
394,NULL,7446,0,788,788,100000,1,-0.33355439843885853,-0.13705043305013884,-0.04409647333139027,-0.11237494221692954
395,60,10134,240,1034,735,109000,-0.03441766564392686,-0.16430193017369632,-0.09070529363793085,-0.05277077775037554,-0.09987667808694758
396,68,9571,596,1144,1144,129000,-0.007020405369954262,0.08675589775296096,-0.06998185731539883,0.01416866578481268,-0.07210275779809881
397,60,7200,600,894,894,123000,-0.03441766564392686,0.08957677222404699,-0.11708057623024434,-0.026747864493419725,-0.08043493388475345
398,69,7590,264,1812,864,169500,-0.0035957478357076865,-0.1473766833471801,0.05586591962506839,-0.031657848126807615,-0.01586056921318006
399,60,8967,338,1077,961,67000,-0.03441766564392686,-0.09519050563208842,-0.08260431398457743,-0.01578223437885344,-0.15820191069353
400,65,8125,438,1550,1092,241000,-0.017294377972693988,-0.024668643854937496,0.006506462202310289,0.00565802748694034,0.0834311958194543
401,38,14963,500,1288,1260,245500,-0.10976013139735152,0.019054910446896074,-0.04285299522044781,0.03315393583391252,0.08968032788444527
403,60,10200,240,672,672,108000,-0.03441766564392686,-0.16430193017369632,-0.15890423862662717,-0.06308174338049011,-0.10126537410139003
404,93,12090,420,2263,1141,258000,0.07859603298621012,-0.03736257897482466,0.1408320085474497,0.013677667421473892,0.10703902806497576
407,51,10480,240,1639,1064,115000,-0.06523958345214605,-0.16430193017369632,0.023273606135995294,0.001075376095778311,-0.09154450200029296
408,63,15576,308,1680,840,177000,-0.024143693041187138,-0.11634706416523369,0.03099779603802996,-0.03558583503351793,-0.005445349104861768
409,109,14154,947,2172,1063,280000,0.13339055353415533,0.33428763259076066,0.12368807486244593,0.0009117099746653813,0.1375903403827094
410,85,10800,836,2078,1034,339750,0.051198772712237516,0.25600836601812316,0.10597895655046402,-0.003834607537609578,0.2205649272456451
411,68,9571,350,1276,1276,60000,-0.007020405369954262,-0.08672788221883031,-0.045113733728360396,0.03577259377171939,-0.16792278279462708
412,100,34650,572,1056,1056,145000,0.10256863572593615,0.06983065092644473,-0.08656060637342446,-0.0002339528731251261,-0.0498836215670198
413,NULL,4403,484,1478,1470,222000,1,0.007771412562551925,-0.0070579688451652195,0.06752382126762774,0.057045971545047966
414,56,8960,360,1028,1008,115000,-0.048116295780913164,-0.07967569604111521,-0.09183566289188715,-0.008089926686545748,-0.09154450200029296
415,59,11228,678,2097,1080,228000,-0.03784232317817344,0.14458382441022471,0.10955845918799227,0.0036940340335851847,0.0653781476317026
417,74,7844,440,1400,672,149500,0.01352753983552519,-0.023258206619394477,-0.02175276914659702,-0.06308174338049011,-0.04363448950202883
419,60,8160,240,1134,756,126000,-0.03441766564392686,-0.16430193017369632,-0.07186580607199265,-0.049333789207004014,-0.07626884584142614
420,65,8450,304,1056,1056,142000,-0.017294377972693988,-0.11916793863631972,-0.08656060637342446,-0.0002339528731251261,-0.054049709610347114
421,78,7060,784,1344,1344,206300,0.027226169972511493,0.21933699789400468,-0.03230288218352242,0.046901890007398604,0.03524344411830168
424,80,9200,696,2630,1470,315000,0.03407548504100464,0.15727775953011186,0.20997292791444291,0.06752382126762774,0.18619470088819476
425,72,9000,297,1196,1196,139000,0.006678224767032039,-0.12410446896072029,-0.06018532378111096,0.022679304082685023,-0.058215797653674434
426,60,3378,240,1389,651,135000,-0.03441766564392686,-0.16430193017369632,-0.023825112778850223,-0.06651873192386162,-0.06377058171144419
429,64,6762,628,1208,1208,195400,-0.020719035506940563,0.10932289352164924,-0.057924585273198374,0.024643297536040176,0.0201066575608791
431,21,1680,264,987,483,85400,-0.16797930947954332,-0.1473766833471801,-0.09955985279392181,-0.0940146402708338,-0.13264990402778915
433,24,1920,440,1365,765,122500,-0.15770533687680358,-0.023258206619394477,-0.028346589794675393,-0.04786079411698765,-0.08112928189197467
435,21,1890,0,630,630,81000,-0.16797930947954332,-0.33355439843885853,-0.16681682340432122,-0.06995572046723314,-0.13876016649133588
436,43,10667,550,1661,799,212000,-0.09263684372611865,0.05431584133547153,0.027418293400501698,-0.04229614599914804,0.04315901140062358
437,40,4400,440,1118,648,116000,-0.10291081632885837,-0.023258206619394477,-0.07488012408254276,-0.0670097302872004,-0.09015580598585052
438,50,6000,180,904,884,119000,-0.06866424098639262,-0.20661504723998686,-0.11519662747365053,-0.02838452570454902,-0.0859897179425232
439,40,4280,352,694,440,90350,-0.10291081632885837,-0.08531744498328729,-0.15475955136212075,-0.10105228347868978,-0.12577585875629907
440,67,12354,528,1196,684,110000,-0.010445062904200837,0.03880103174449833,-0.06018532378111096,-0.061117749927134944,-0.09848798207250516
441,105,15431,672,2402,3094,555000,0.11969192339716903,0.14035251270359564,0.1670188962641038,0.33331760195502547,0.51948174435438
442,92,12108,0,1440,1440,118000,0.07517137545196355,-0.33355439843885853,-0.014216974120221737,0.06261383763423985,-0.08737841395696565
443,52,6240,360,1573,1078,162900,-0.061814925917899465,-0.07967569604111521,0.010839544342476077,0.0033667017913593254,-0.025025962908500152
444,53,3922,648,1258,1258,172500,-0.05839026838365289,0.12342726587707943,-0.048504841490229274,0.03282660359168666,-0.011694481169852741
445,70,8750,493,1908,915,210000,-0.0001710903014611113,0.014118380122495508,0.07395182768836907,-0.0233108759500482,0.0403816193717387
446,73,9855,480,1689,1436,127500,0.010102882301278615,0.004950538091465889,0.032693349918964394,0.06195917314978813,-0.07418580181976248
449,50,8600,198,1376,780,119500,-0.06866424098639262,-0.1939211121200997,-0.02627424616242219,-0.0454058023002937,-0.08529536993530198
450,50,6000,308,1183,649,120000,-0.06866424098639262,-0.11634706416523369,-0.06263445716468292,-0.06684606416608749,-0.08460102192808076
451,70,5684,270,813,813,110000,-0.0001710903014611113,-0.14314537164055105,-0.13234056115865428,-0.04000482030356702,-0.09848798207250516
454,75,9000,676,1590,768,210000,0.016952197369771764,0.1431733871746817,0.014042257228685571,-0.04736979575364886,0.0403816193717387
455,63,9297,560,1728,1728,188000,-0.024143693041187138,0.061368027513186624,0.040040750069680296,0.10974968051476358,0.009830307054005056
456,80,9600,528,1242,1242,175500,0.03407548504100464,0.03880103174449833,-0.051519159500779385,0.030207945653879784,-0.007528393126525426
457,34,4571,513,1344,624,98000,-0.12345876153433782,0.028222752477925692,-0.03230288218352242,-0.07093771719391072,-0.11515233424581442
459,NULL,5100,228,1666,588,161000,1,-0.17276455358695442,0.028360267778798607,-0.07682969755397619,-0.027664485335940785
462,60,7200,576,1135,560,155000,-0.03441766564392686,0.07265152539753077,-0.07167741119633327,-0.08141234894513821,-0.035996661422595416
466,NULL,3072,398,1414,1375,178740,1,-0.052877388565797864,-0.019115240887365673,0.05197553976189943,-0.003029018039731925
467,85,10628,526,1277,1277,167000,0.051198772712237516,0.03739059450895531,-0.044925338852701016,0.03593625989283232,-0.019332309249286153
468,79,9480,312,1644,728,146500,0.030650827506758068,-0.11352618969414766,0.024215580514292203,-0.05391644059816604,-0.047800577545356146
472,92,11952,534,1969,808,190000,0.07517137545196355,0.043032343451127386,0.08544391510359138,-0.040823150909131675,0.012607699082889933
473,35,3675,525,1072,547,148000,-0.12003410400009125,0.0366853758911838,-0.08354628836287434,-0.0835400085196063,-0.04571753352369248
475,41,5330,499,1652,1494,251000,-0.0994861587946118,0.018349691829124562,0.02572273951956726,0.07145180817433805,0.09731815596387869
476,80,8480,624,970,970,132500,0.03407548504100464,0.10650201905056321,-0.10276256568013131,-0.014309239288837074,-0.06724232174755028
478,105,13693,694,2643,2153,380000,0.11969192339716903,0.15586732229456884,0.21242206129801489,0.17930778198775868,0.27645994182695327
479,79,10637,826,1718,1705,297000,0.030650827506758068,0.24895617984040805,0.03815680131308648,0.1059853597291662,0.16119817262823086
480,50,5925,672,1131,907,89471,-0.06866424098639262,0.14035251270359564,-0.0724309906989708,-0.02462020491895164,-0.12699652255299398
483,50,2500,164,1826,910,155000,-0.06866424098639262,-0.21789854512433102,0.05850344788429974,-0.02412920655561285,-0.035996661422595416
448,NULL,11214,431,1886,930,199900,1,-0.02960517417933806,0.06980714042386266,-0.02085588413335426,0.026355789625870076
484,32,4500,402,1216,1216,164000,-0.13030807660283097,-0.050056514094711825,-0.05641742626792332,0.025952626504943614,-0.02349839729261347
486,80,9600,264,1113,1113,147000,0.03407548504100464,-0.1473766833471801,-0.07582209846083968,0.009095016030311863,-0.047106229538134925
487,79,10289,515,1073,1073,156000,0.030650827506758068,0.02963318971346871,-0.08335789348721495,0.0025483711857946776,-0.034607965408152974
489,60,10800,520,2414,954,160000,-0.03441766564392686,0.03315928280232625,0.16927963477201638,-0.016927897226643947,-0.029053181350383223
490,21,1526,286,630,630,86000,-0.16797930947954332,-0.1318618737562069,-0.16681682340432122,-0.06995572046723314,-0.13181668641912367
491,NULL,2665,336,1304,264,115000,1,-0.09660094286763143,-0.0398386772098977,-0.1298575207945654,-0.09154450200029296
492,79,9490,240,1578,806,133000,0.030650827506758068,-0.16430193017369632,0.011781518720772986,-0.04115048315135753,-0.06654797374032906
494,70,7931,308,1269,1269,155000,-0.0001710903014611113,-0.11634706416523369,-0.04643249785797607,0.034626930923928885,-0.035996661422595416
495,50,5784,273,886,190,91300,-0.06866424098639262,-0.1410297157872365,-0.1185877352355194,-0.1419688137569222,-0.12445659754257875
496,60,7879,0,720,720,34900,-0.03441766564392686,-0.33355439843885853,-0.14986128459497683,-0.05522576956706948,-0.2027790527571323
498,60,9120,240,1820,1026,184000,-0.03441766564392686,-0.16430193017369632,0.057373078630343445,-0.005143936506513015,0.004275522996235302
499,65,7800,288,899,864,130000,-0.017294377972693988,-0.13045143652066388,-0.11613860185194744,-0.031657848126807615,-0.07071406178365638
501,21,1890,264,1218,672,113000,-0.16797930947954332,-0.1473766833471801,-0.056040636516604556,-0.06308174338049011,-0.09432189402917783
502,75,9803,603,1768,866,226700,0.016952197369771764,0.09169242807736151,0.04757654509605558,-0.03133051588458175,0.06357284281292742
503,70,9170,461,1214,1214,140000,-0.0001710903014611113,-0.008448615646192786,-0.05679421601924208,0.025625294262717754,-0.05682710163923199
505,24,2308,440,1322,855,147000,-0.15770533687680358,-0.023258206619394477,-0.03644756944802882,-0.03313084321682398,-0.047106229538134925
506,60,7596,400,1960,960,124500,-0.03441766564392686,-0.05146695133025485,0.08374836122265694,-0.01594590049996637,-0.07835188986308979
509,60,9600,360,1378,689,161000,-0.03441766564392686,-0.07967569604111521,-0.025897456411103425,-0.0602994193215703,-0.027664485335940785
510,80,9600,270,1041,1041,124500,0.03407548504100464,-0.14314537164055105,-0.08938652950831519,-0.0026889446898190703,-0.07835188986308979
511,75,14559,288,1363,1008,164900,0.016952197369771764,-0.13045143652066388,-0.028723379545994156,-0.008089926686545748,-0.022248570879615275
513,70,9100,624,864,864,129900,-0.0001710903014611113,0.10650201905056321,-0.1227324225000258,-0.031657848126807615,-0.07085293138510063
514,71,9187,484,1080,1084,134000,0.003253567232785464,0.007771412562551925,-0.08203912935759929,0.004348698518036903,-0.06515927772588663
515,55,10594,200,789,768,96500,-0.05154095331515974,-0.19251067488455667,-0.13686203817447945,-0.04736979575364886,-0.11723537826747807
516,94,12220,900,2020,2006,402861,0.0820206905204567,0.30114235755549973,0.09505205376221985,0.155248862184158,0.30820692141312184
520,53,10918,282,2080,1276,234000,-0.05839026838365289,-0.13468274822729293,0.10635574630178278,0.03577259377171939,0.07371032371835723
521,60,10800,0,1294,0,106250,-0.03441766564392686,-0.33355439843885853,-0.04172262596649152,-0.1730653767683788,-0.1036955921266643
523,50,5000,420,1664,1004,159000,-0.06866424098639262,-0.03736257897482466,0.027983478027479844,-0.008744591170997467,-0.030441877364825662
526,62,7500,453,1266,1257,176000,-0.027568350575433713,-0.01409036458836486,-0.046997682484954215,0.03266293747057373,-0.006834045119304207
527,70,13300,252,928,928,132000,-0.0001710903014611113,-0.1558393067604382,-0.11067515045782536,-0.021183216375580117,-0.0679366697547715
531,85,10200,600,1509,1461,175000,0.051198772712237516,0.08957677222404699,-0.0012177276997243757,0.06605082617761138,-0.008222741133746644
533,60,7200,392,827,0,107500,-0.03441766564392686,-0.05710870027242692,-0.12970303289942295,-0.1730653767683788,-0.10195972210861125
536,70,7000,0,1347,1117,107500,-0.0001710903014611113,-0.33355439843885853,-0.03173769755654427,0.009749680514763581,-0.10195972210861125
540,NULL,11423,670,1601,1581,272000,1,0.13894207546805262,0.016114600860938775,0.08569076071116292,0.1264807722671699
541,85,14601,765,1838,1838,315000,0.051198772712237516,0.205937844156346,0.06076418639221232,0.12775295383718585,0.18619470088819476
542,NULL,11000,648,2285,969,248000,1,0.12342726587707943,0.1449766958119561,-0.014472905409950004,0.09315206792055136
543,78,10140,583,1680,1650,213250,0.027226169972511493,0.07758805572193134,0.03099779603802996,0.09698372306795507,0.04489488141867663
544,34,4058,367,767,723,133000,-0.12345876153433782,-0.07473916571671464,-0.14100672543898587,-0.054734771203730694,-0.06654797374032906
548,54,7244,624,768,768,129500,-0.054965610849406314,0.10650201905056321,-0.1408183305633265,-0.04736979575364886,-0.0714084097908776
550,75,9375,615,2094,912,263000,0.016952197369771764,0.10015505149061962,0.10899327456101414,-0.02380187431338699,0.11398250813718795
551,53,4043,440,1069,1069,140000,-0.05839026838365289,-0.023258206619394477,-0.08411147298985248,0.001893706701342959,-0.05682710163923199
552,50,6000,288,928,928,112500,-0.06866424098639262,-0.13045143652066388,-0.11067515045782536,-0.021183216375580117,-0.09501624203639905
554,67,8777,520,1126,0,108000,-0.010445062904200837,0.03315928280232625,-0.0733729650772677,-0.1730653767683788,-0.10126537410139003
555,85,10625,871,2046,998,284000,0.051198772712237516,0.280691017640126,0.0999503205293638,-0.009726587897675044,0.14314512444047917
556,58,6380,280,1048,993,113000,-0.041266980712420014,-0.13609318546283594,-0.08806776537869951,-0.010544918503239692,-0.09432189402917783
559,57,21872,406,1446,729,175000,-0.04469163824666659,-0.04723563962362579,-0.013086604866265446,-0.053752774477053115,-0.008222741133746644
560,NULL,3196,420,1557,1374,234000,1,-0.03736257897482466,0.007825226331925964,0.051811873640786495,0.07371032371835723
563,63,13907,0,996,996,108000,-0.024143693041187138,-0.33355439843885853,-0.09786429891298737,-0.010053920139900904,-0.10126537410139003
564,66,21780,396,1674,1163,185000,-0.013869720438447412,-0.05428782580134088,0.029867426784073666,0.017278322085958343,0.005664219010677741
566,66,6858,216,1647,806,128000,-0.013869720438447412,-0.18122717700021254,0.02478076514127035,-0.04115048315135753,-0.07349145381254125
572,60,7332,288,864,864,120000,-0.03441766564392686,-0.13045143652066388,-0.1227324225000258,-0.031657848126807615,-0.08460102192808076
575,70,10500,288,1109,372,139000,-0.0001710903014611113,-0.13045143652066388,-0.0765756779634772,-0.11218157971436898,-0.058215797653674434
576,80,8480,336,1216,832,118500,0.03407548504100464,-0.09660094286763143,-0.05641742626792332,-0.03689516400242136,-0.08668406594974443
577,52,6292,216,1477,861,145000,-0.061814925917899465,-0.18122717700021254,-0.007246363720824602,-0.032148846490146404,-0.0498836215670198
579,34,3604,540,1392,689,146000,-0.12345876153433782,0.04726365515775644,-0.023259928151872077,-0.0602994193215703,-0.04849492555257736
580,81,12150,352,1795,1050,131500,0.037500142575251215,-0.08531744498328729,0.052663206738858895,-0.0012159495998027038,-0.06863101776199272
582,98,12704,1390,2042,2042,253293,0.095719320657443,0.6466994802635392,0.09919674102672627,0.16114084254422348,0.10050243592499519
583,81,11841,0,816,816,118500,0.037500142575251215,-0.33355439843885853,-0.13177537653167615,-0.03951382194022823,-0.08668406594974443
584,75,13500,880,2775,1237,325000,0.016952197369771764,0.28703798520006957,0.23729018488505332,0.029389615048315137,0.20008166103261915
585,51,6120,240,1573,884,133000,-0.06523958345214605,-0.16430193017369632,0.010839544342476077,-0.02838452570454902,-0.06654797374032906
586,88,11443,880,2028,1868,369900,0.06147274531497725,0.28703798520006957,0.09655921276749492,0.13266293747057373,0.26243411208108464
587,55,10267,275,838,816,130000,-0.05154095331515974,-0.13961927855169348,-0.12763068926716975,-0.03951382194022823,-0.07071406178365638
590,50,9100,308,935,742,79500,-0.06866424098639262,-0.11634706416523369,-0.10935638632820968,-0.05162511490258503,-0.14084321051299953
591,64,8320,520,1582,770,185900,-0.020719035506940563,0.03315928280232625,0.012535098223410516,-0.047042463511423,0.006914045423675935
593,60,6600,816,816,816,138000,-0.03441766564392686,0.24190399366269297,-0.13177537653167615,-0.03951382194022823,-0.05960449366811687
594,NULL,4435,420,848,848,140000,1,-0.03736257897482466,-0.1257467405105759,-0.034276506064614486,-0.05682710163923199
597,60,3600,216,1368,684,114504,-0.03441766564392686,-0.18122717700021254,-0.027781405167697247,-0.061117749927134944,-0.09223329522345641
598,53,3922,648,1402,1258,194201,-0.05839026838365289,0.12342726587707943,-0.021375979395278258,0.03282660359168666,0.018441611039562617
599,80,12984,621,1647,1430,217500,0.03407548504100464,0.10438636319724869,0.02478076514127035,0.060977176423110555,0.05079683948005699
600,24,1950,452,1556,716,151000,-0.15770533687680358,-0.014795583206136368,0.007636831456266581,-0.0558804340515212,-0.04155144548036517
601,74,10927,736,1904,1058,275000,0.01352753983552519,0.18548650424097224,0.07319824818573153,9.337936910073315e-05,0.13064686031049721
602,50,9000,544,1375,780,141000,-0.06866424098639262,0.050084529628842474,-0.02646264103808157,-0.0454058023002937,-0.055438405624789557
604,30,3182,480,1200,600,151000,-0.13715739167132412,0.004950538091465889,-0.05943174427847343,-0.07486570410062103,-0.04155144548036517
606,85,13600,486,1986,768,205000,0.051198772712237516,0.009181849798094943,0.08864662798980087,-0.04736979575364886,0.03343813929952651
610,61,7943,261,1029,1029,118500,-0.030993008109680288,-0.14949233920049462,-0.09164726801622777,-0.004652938143174226,-0.08668406594974443
611,NULL,11050,736,2153,1440,313000,1,0.18548650424097224,0.12010857222491768,0.06261383763423985,0.18341730885930987
613,NULL,11885,531,1872,1299,261500,1,0.040916687597812855,0.06716961216463131,0.039536914557316775,0.11189946411552429
614,70,8402,0,1120,1120,147000,-0.0001710903014611113,-0.33355439843885853,-0.074503334331224,0.01024067887810237,-0.047106229538134925
615,21,1491,0,630,630,75500,-0.16797930947954332,-0.33355439843885853,-0.16681682340432122,-0.06995572046723314,-0.14639799457076927
616,80,8800,480,1054,936,137500,0.03407548504100464,0.004950538091465889,-0.08693739612474322,-0.01987388740667668,-0.06029884167533809
619,90,11694,774,1828,1822,314813,0.0683220603834704,0.21228481171628957,0.058880237635618504,0.12513429589937897,0.18593501473349403
620,85,12244,749,2262,1482,305000,0.051198772712237516,0.19465434627200184,0.14064361367179032,0.0694878147209829,0.17230774074377037
621,45,8248,0,864,864,67000,-0.0857875286576255,-0.33355439843885853,-0.1227324225000258,-0.031657848126807615,-0.15820191069353
622,90,10800,624,2614,1522,240000,0.0683220603834704,0.10650201905056321,0.2069586099038928,0.07603445956550008,0.08204249980501187
623,71,7064,484,980,980,135000,0.003253567232785464,0.007771412562551925,-0.10087861692353749,-0.012672578077707778,-0.06377058171144419
624,NULL,2117,440,1512,756,168500,1,-0.023258206619394477,-0.0006525430727462295,-0.049333789207004014,-0.017249265227622497
625,80,10400,484,1790,732,165150,0.03407548504100464,0.007771412562551925,0.05172123236056198,-0.053261776113714326,-0.021901396876004665
628,80,9600,364,1520,1156,153000,0.03407548504100464,-0.07685482157002918,0.000854615932528827,0.016132659238167837,-0.03877405345148029
630,82,9020,520,1350,1248,168500,0.04092480010949779,0.03315928280232625,-0.031172512929566125,0.03118994238055736,-0.017249265227622497
631,50,9000,240,1750,636,124000,-0.06866424098639262,-0.16430193017369632,0.0441854373341867,-0.06897372374055556,-0.07904623787031101
632,34,4590,627,1554,1554,209500,-0.12345876153433782,0.10861767490387773,0.007260041704947817,0.08127177544111383,0.03968727136451748
633,85,11900,544,1411,1386,82500,0.051198772712237516,0.050084529628842474,-0.01968042551434382,0.05377586709414165,-0.1366771224696722
634,80,9250,260,1056,1056,139400,0.03407548504100464,-0.15019755781826613,-0.08656060637342446,-0.0002339528731251261,-0.057660319247897454
635,64,6979,576,1056,1056,144000,-0.020719035506940563,0.07265152539753077,-0.08656060637342446,-0.0002339528731251261,-0.05127231758146224
636,60,10896,0,3395,1440,200000,-0.03441766564392686,-0.33355439843885853,0.3540950077938702,0.06261383763423985,0.02649465922731432
637,51,6120,0,800,264,60000,-0.06523958345214605,-0.33355439843885853,-0.13478969454222625,-0.1298575207945654,-0.16792278279462708
638,50,6000,256,1387,811,93000,-0.06866424098639262,-0.15301843228935216,-0.024201902530168986,-0.040332152545792886,-0.1220958143180266
639,67,8777,0,796,796,85000,-0.010445062904200837,-0.33355439843885853,-0.1355432740448638,-0.04278714436248683,-0.1332053824335661
640,53,3982,648,1567,1520,264561,-0.05839026838365289,0.12342726587707943,0.009709175088519784,0.07570712732327423,0.1161502626157326
642,NULL,7050,650,1929,1057,226000,1,0.12483770311262245,0.07790812007721609,-7.028675201219648e-05,0.06260075560281772
643,75,13860,538,2704,1952,345000,0.016952197369771764,0.04585321792221342,0.2239141487132372,0.14641089164405982,0.2278555813214679
644,80,10793,462,1620,780,152000,0.03407548504100464,-0.007743397028421277,0.019694103498467033,-0.0454058023002937,-0.04016274946592273
645,85,9187,478,1766,1766,370878,0.051198772712237516,0.0035401008559228704,0.04719975534473681,0.1159689931170549,0.26379225678320933
647,60,7200,420,1048,0,98300,-0.03441766564392686,-0.03736257897482466,-0.08806776537869951,-0.1730653767683788,-0.11473572544148168
649,70,7700,442,1839,756,155000,-0.0001710903014611113,-0.02184776938385146,0.0609525812678717,-0.049333789207004014,-0.035996661422595416
650,21,1936,0,630,630,84500,-0.16797930947954332,-0.33355439843885853,-0.16681682340432122,-0.06995572046723314,-0.13389973044078735
651,65,8125,562,1665,813,205950,-0.017294377972693988,0.06277846474872964,0.028171872903139227,-0.04000482030356702,0.03475740051324683
652,60,9084,296,1510,755,108000,-0.03441766564392686,-0.1248096875784918,-0.0010293328240649938,-0.049497455328116946,-0.10126537410139003
653,70,8750,512,1716,880,191000,-0.0001710903014611113,0.02751753386015418,0.03778001156176771,-0.029039190189000738,0.013996395097332371
654,60,10320,216,1469,756,135000,-0.03441766564392686,-0.18122717700021254,-0.008753522726099658,-0.049333789207004014,-0.06377058171144419
656,21,1680,264,1092,525,88000,-0.16797930947954332,-0.1473766833471801,-0.0797783908496867,-0.08714066318409075,-0.1290392943902388
659,78,17503,330,1458,912,97500,0.027226169972511493,-0.10083225457426048,-0.010825866358352861,-0.02380187431338699,-0.11584668225303563
660,75,9937,480,1486,1486,167000,0.016952197369771764,0.004950538091465889,-0.005550809839890163,0.07014247920543461,-0.019332309249286153
661,NULL,12384,550,1935,793,197900,1,0.05431584133547153,0.07903848933117238,-0.04327814272582562,0.0235783975969852
662,52,46589,711,2448,1629,402000,-0.061814925917899465,0.1678560387966845,0.1756850605444354,0.09354673452458355,0.3070112541446869
663,120,13560,576,1392,1392,110000,0.17106178641086767,0.07265152539753077,-0.023259928151872077,0.05475786382081923,-0.09848798207250516
664,90,10012,588,1181,1138,137500,0.0683220603834704,0.08111414881078888,-0.0630112469160017,0.013186669058135102,-0.06029884167533809
665,49,20896,1134,2097,2077,423000,-0.0720888985206392,0.4661635141140329,0.10955845918799227,0.16686915678317601,0.33617387044797814
668,65,8125,575,1679,1408,193500,-0.017294377972693988,0.07194630677975926,0.030809401162370575,0.0573765217586261,0.017468135133438468
670,80,11600,252,1180,700,137500,0.03407548504100464,-0.1558393067604382,-0.06319964179166107,-0.058499091989328074,-0.06029884167533809
671,64,8633,540,1476,738,173500,-0.020719035506940563,0.04726365515775644,-0.007434758596483984,-0.05227977938703675,-0.010305785155410302
672,54,6629,300,1369,672,103600,-0.054965610849406314,-0.12198881310740577,-0.027593010292037864,-0.06308174338049011,-0.10737563656493676
674,110,14442,416,1839,1477,257500,0.13681521106840192,-0.0401834534459107,0.0609525812678717,0.06866948411541825,0.10634468005775453
675,80,9200,384,1136,1136,140000,0.03407548504100464,-0.06275044921459899,-0.07148901632067389,0.012859336815909244,-0.05682710163923199
676,24,2289,440,1441,855,148500,-0.15770533687680358,-0.023258206619394477,-0.014028579244562356,-0.03313084321682398,-0.04502318551647127
