"Id","LotFrontage","LotArea","GarageArea","GrLivArea","TotalBsmtSF","SalePrice","lotfrontage_stddev","garagearea_stddev","grlivarea_stddev","totalbsmtsf_stddev","saleprice_stddev"
342,60,8400,294,841,721,82000,-0.4138382167276862,-0.8371191960371387,-1.283518319440194,-0.7668688600242302,-1.245192337862711
343,NULL,8544,400,1040,0,87500,1,-0.3413399644751012,-0.9048172179763684,-2.410341049217157,-1.175959876643459
345,36,2592,336,1112,536,85000,-1.4021126789446563,-0.6406783684370861,-0.7677997340296576,-1.1885642206354525,-1.2074291771976644
346,65,6435,312,1577,972,140200,-0.20794770376581748,-0.7529302699228304,0.11710484979284946,-0.19473083022197687,-0.5125870209608077
349,36,2448,474,1626,764,154000,-1.4021126789446563,0.004770065105943873,0.21035285970102763,-0.6688531816118919,-0.3388764819015935
350,56,20431,706,2728,1848,437154,-0.5785506270971812,1.0898717794681392,2.3074815723298507,1.8020536881317037,3.2253868497486047
353,60,9084,200,1111,616,95000,-0.4138382167276862,-1.276772476856304,-0.7697027546400286,-1.00620947010087,-1.0815519749808427
354,60,8520,484,720,624,105900,-0.4138382167276862,0.051541690725004016,-1.513783813295083,-0.9879739950474117,-0.9443458245645067
355,60,8400,240,1595,940,140000,-0.4138382167276862,-1.0896859743800635,0.15135922077952715,-0.26767273043580997,-0.5151045650051441
356,105,11249,521,1200,1200,177500,1.4391763999291325,0.22459670551552655,-0.600333920317011,0.32498020880158385,-0.04306505669206203
358,44,4224,528,1142,1142,134000,-1.0726878582056663,0.25733684344886865,-0.7107091157185281,0.1927730146640114,-0.5906308863352372
362,NULL,9144,240,1505,883,145000,1,-1.0896859743800635,-0.019912634153861304,-0.39760049019170013,-0.45216596389673314
363,64,7301,672,1922,0,198500,-0.24912580635819123,0.9308482523633347,0.7736469603708386,-2.410341049217157,0.22127706796326393
364,21,1680,264,987,483,118000,-2.0197842178302623,-0.9774340728943192,-1.0056773103260306,-1.3093742428646138,-0.7920344098821522
366,59,10690,468,1344,672,147000,-0.45501631932006,-0.02329291026549221,-0.32629895242358953,-0.878561144726662,-0.4269905234533688
369,78,7800,244,1268,1268,132000,0.32736762993504126,-1.0709773241324394,-0.47092851881178427,0.47998174675597916,-0.6158063267786016
372,80,17120,680,1588,0,134432,0.40972383511978877,0.9682655528585828,0.13803807650693029,-2.410341049217157,-0.5851929911994705
373,50,7175,264,752,744,125000,-0.8256192426514237,-0.9774340728943192,-1.4528871537632113,-0.7144418692455375,-0.703920368330377
374,79,10634,270,1319,608,123000,0.368545732527415,-0.9493710975228831,-0.37387446768286414,-1.0244449451543283,-0.7290958087737412
375,65,8200,434,1928,847,219500,-0.20794770376581748,-0.1823164373702967,0.7850650840330645,-0.47966012793226237,0.4856191926185899
379,88,11394,834,1856,1856,394432,0.7391486558587788,1.688548587392109,0.6480476000863536,1.820289163185162,2.6876142664378984
381,50,5000,308,1691,1026,127000,-0.8256192426514237,-0.7716389201704545,0.3340491993751415,-0.07164137361113353,-0.6787449278870126
382,60,7200,572,1301,1293,187750,-0.4138382167276862,0.46313199617273326,-0.4081288386695418,0.5369676062980363,0.0859590755801804
384,60,9000,360,784,784,76000,-0.4138382167276862,-0.5284264669513418,-1.39199049423134,-0.6232644939782462,-1.3207186591928042
386,43,3182,430,1269,1256,192000,-1.11386596079804,-0.20102508761792076,-0.46902549820141326,0.45262853417579174,0.1394568865223297
387,58,8410,0,1184,658,81000,-0.49619442191243374,-2.212204989237507,-0.6307822500829469,-0.910473226070214,-1.2577800580843932
388,72,7200,352,1125,1041,125000,0.08029901438079877,-0.5658437674465898,-0.7430604660948348,-0.037449857885899274,-0.703920368330377
390,96,12474,846,2332,1682,426000,1.0685734765977688,1.7446745381349813,1.5538854106229416,1.4236675807724446,3.0849834183959617
391,50,8405,384,1367,861,119000,-0.8256192426514237,-0.4161745654655974,-0.28252947838505693,-0.44774804658871037,-0.77944668966047
394,NULL,7446,0,788,788,100000,1,-2.212204989237507,-1.384378411789856,-0.6141467564515171,-1.0186133738724317
395,60,10134,240,1034,735,109000,-0.4138382167276862,-1.0896859743800635,-0.9162353416385942,-0.7349567786806781,-0.9053238918772919
396,68,9571,596,1144,1144,129000,-0.08441339598869622,0.5753838976584776,-0.7069030744977861,0.19733188342737595,-0.6535694874436482
397,60,7200,600,894,894,123000,-0.4138382167276862,0.5940925479061017,-1.182658227090532,-0.372526711993195,-0.7290958087737412
398,69,7590,264,1812,864,169500,-0.04323529339632248,-0.9774340728943192,0.5643146932300305,-0.4409097434436635,-0.14376681846551953
399,60,8967,338,1077,961,67000,-0.4138382167276862,-0.6313240433132741,-0.834405455392642,-0.219804608420482,-1.4340081411879437
400,65,8125,438,1550,1092,241000,-0.20794770376581748,-0.16360778712267263,0.06572329331283293,0.07880129557989721,0.7562551773847569
401,38,14963,500,1288,1260,245500,-1.3197564737599088,0.12637629171550024,-0.4328681066043646,0.4617462717025209,0.8128999183823268
403,60,10200,240,672,672,108000,-0.4138382167276862,-1.0896859743800635,-1.60512880259289,-0.878561144726662,-0.9179116120989741
404,93,12090,420,2263,1141,258000,0.9450391688206475,-0.2477967132369809,1.4225769885073436,0.1904935802823291,0.9702464211533541
407,51,10480,240,1639,1064,115000,-0.78444114005905,-1.0896859743800635,0.2350921276358504,0.014977132892793253,-0.8297975705471988
408,63,15576,308,1680,840,177000,-0.29030390895056496,-0.7716389201704545,0.3131159726610607,-0.49561616860403834,-0.04935891680290312
409,109,14154,947,2172,1063,280000,1.6038888102986275,2.2170679568874885,1.2494021129635844,0.01269769851111097,1.2471762660303622
410,85,10800,836,2078,1034,339750,0.6156143480816575,1.697902912515921,1.0705181755887119,-0.05340589855767526,1.999292549275873
411,68,9571,350,1276,1276,60000,-0.08441339598869622,-0.5751980925704019,-0.4557043539288164,0.49821722180943745,-1.522122182739719
412,100,34650,572,1056,1056,145000,1.2332858869672636,0.46313199617273326,-0.8743688882104327,-0.003258342160665018,-0.45216596389673314
413,NULL,4403,484,1478,1470,222000,1,0.051541690725004016,-0.07129419063387785,0.9404274918558005,0.5170884931727954
414,56,8960,360,1028,1008,115000,-0.5785506270971812,-0.5284264669513418,-0.9276534653008202,-0.11267119248141465,-0.8297975705471988
415,59,11228,678,2097,1080,228000,-0.45501631932006,0.9589112277347708,1.1066755671857607,0.05144808299970979,0.5926148145028884
417,74,7844,440,1400,672,149500,0.16265521956554627,-0.1542534619988606,-0.21972979824281452,-0.878561144726662,-0.3955212228991633
419,60,8160,240,1134,756,126000,-0.4138382167276862,-1.0896859743800635,-0.725933280601496,-0.6870886566653501,-0.6913326481086948
420,65,8450,304,1056,1056,142000,-0.20794770376581748,-0.7903475704180786,-0.8743688882104327,-0.003258342160665018,-0.4899291245617797
421,78,7060,784,1344,1344,206300,0.32736762993504126,1.4546904592968084,-0.32629895242358953,0.6532187597638327,0.319461285692385
424,80,9200,696,2630,1470,315000,0.40972383511978877,1.043100153849079,2.1209855525134946,0.9404274918558005,1.687746473789239
425,72,9000,297,1196,1196,139000,0.08029901438079877,-0.8230877083514206,-0.607946002758495,0.31586247127485473,-0.5276922852268263
426,60,3378,240,1389,651,135000,-0.4138382167276862,-1.0896859743800635,-0.24066302495689532,-0.92642926674199,-0.578043166113555
429,64,6762,628,1208,1208,195400,-0.24912580635819123,0.7250530996394701,-0.5851097554340432,0.34321568385504214,0.18225513527604914
431,21,1680,264,987,483,85400,-2.0197842178302623,-0.9774340728943192,-1.0056773103260306,-1.3093742428646138,-1.2023940891089917
433,24,1920,440,1365,765,122500,-1.8962499100531411,-0.1542534619988606,-0.2863355196057989,-0.6665737472302096,-0.7353896688845823
435,21,1890,0,630,630,81000,-2.0197842178302623,-2.212204989237507,-1.6850556682284714,-0.974297388757318,-1.2577800580843932
436,43,10667,550,1661,799,212000,-1.11386596079804,0.36023441981080095,0.27695858106401205,-0.589072978253012,0.39121129095597346
437,40,4400,440,1118,648,116000,-1.2374002685751613,-0.1542534619988606,-0.7563816103674317,-0.9332675698870369,-0.8172098503255166
438,50,6000,180,904,884,119000,-0.8256192426514237,-1.3703157280944243,-1.163628020986822,-0.39532105581001786,-0.77944668966047
439,40,4280,352,694,440,90350,-1.2374002685751613,-0.5658437674465898,-1.5632623491647284,-1.4073899212769518,-1.1400848740116647
440,67,12354,528,1196,684,110000,-0.12559149858106997,0.25733684344886865,-0.607946002758495,-0.8512079321464746,-0.8927361716556097
441,105,15431,672,2402,3094,555000,1.4391763999291325,0.9308482523633347,1.6870968533489104,4.64222892770783,4.708799326992964
442,92,12108,0,1440,1440,118000,0.9038610662282738,-2.212204989237507,-0.1436089738279752,0.872044460405332,-0.7920344098821522
443,52,6240,360,1573,1078,162900,-0.7432630374666762,-0.5284264669513418,0.10949276735136554,0.04688921423634523,-0.226845771928622
444,53,3922,648,1258,1258,172500,-0.7020849348743025,0.8185963508775903,-0.4899587249154941,0.45718740293915633,-0.10600365780047297
445,70,8750,493,1908,915,210000,-0.0020571908039487318,0.09363615378215814,0.7470046718256448,-0.32465858997786706,0.3660358505126091
446,73,9855,480,1689,1436,127500,0.12147711697317251,0.032833040477379956,0.33024315815439953,0.8629267228786028,-0.6724510677761715
449,50,8600,198,1376,780,119500,-0.8256192426514237,-1.2861268019801162,-0.26540229289171813,-0.6323822315049754,-0.7731528295496289
450,50,6000,308,1183,649,120000,-0.8256192426514237,-0.7716389201704545,-0.6326852706933178,-0.9309881355053545,-0.7668589694387878
451,70,5684,270,813,813,110000,-0.0020571908039487318,-0.9493710975228831,-1.3368028965305816,-0.55716089690946,-0.8927361716556097
454,75,9000,676,1590,768,210000,0.20383332215792002,0.9495569026109587,0.14184411772767225,-0.6597354440851627,0.3660358505126091
455,63,9297,560,1728,1728,188000,-0.29030390895056496,0.4070060454298611,0.4044609619588679,1.5285215623298296,0.08910600563560095
456,80,9600,528,1242,1242,175500,0.40972383511978877,0.25733684344886865,-0.5204070546814298,0.4207164528322398,-0.0682404971354264
457,34,4571,513,1344,624,98000,-1.4844688841294038,0.18717940502027844,-0.32629895242358953,-0.9879739950474117,-1.043788814315796
459,NULL,5100,228,1666,588,161000,1,-1.1458119251229355,0.28647368411586693,-1.0700336327879738,-0.25076244034981815
462,60,7200,576,1135,560,155000,-0.4138382167276862,0.48184064642035734,-0.724030259991125,-1.1338577954750777,-0.3262887616799113
466,NULL,3072,398,1414,1375,178740,1,-0.3506942895989132,-0.19308750969762076,0.7238812255959836,-0.027456283617176114
467,85,10628,526,1277,1277,167000,0.6156143480816575,0.2479825183250566,-0.4538013333184454,0.5004966561911197,-0.175236119019725
468,79,9480,312,1644,728,146500,0.368545732527415,-0.7529302699228304,0.24460723068770532,-0.7509128193524541,-0.43328438356420984
472,92,11952,534,1969,808,190000,0.9038610662282738,0.28539981882030474,0.8630889290582747,-0.5685580688178714,0.11428144607896533
473,35,3675,525,1072,547,148000,-1.44329078153703,0.2433053557631506,-0.8439205584444969,-1.1634904424369474,-0.4144028032316866
475,41,5330,499,1652,1494,251000,-1.1962221659827874,0.12169912915359422,0.2598313955706732,0.9951339170161753,0.8821323796015789
476,80,8480,624,970,970,132500,0.40972383511978877,0.706344449391846,-1.0380286607023372,-0.19928969898534143,-0.6095124666677605
478,105,13693,694,2643,2153,380000,1.4391763999291325,1.033745828725267,2.1457248204483172,2.4972811745448005,2.505948288198581
479,79,10637,826,1718,1705,297000,0.368545732527415,1.6511312868968608,0.38543075585515807,1.476094571551137,1.4611675097989596
480,50,5925,672,1131,907,89471,-0.8256192426514237,0.9308482523633347,-0.731642342432609,-0.3428940650313253,-1.1511494800865234
483,50,2500,164,1826,910,155000,-0.8256192426514237,-1.4451503290849206,0.5909569817752242,-0.33605576188627845,-0.3262887616799113
448,NULL,11214,431,1886,930,199900,1,-0.19634792505601473,0.7051382183974831,-0.2904670742526328,0.238899876273619
484,32,4500,402,1216,1216,164000,-1.566825089314151,-0.33198563935128916,-0.5698855905510753,0.3614511589085004,-0.21299927968477156
486,80,9600,264,1113,1113,147000,0.40972383511978877,-0.9774340728943192,-0.7658967134192866,0.12666941759522515,-0.4269905234533688
487,79,10289,515,1073,1073,156000,0.368545732527415,0.19653373014409045,-0.8420175378341259,0.03549204232793381,-0.3137010414582291
489,60,10800,520,2414,954,160000,-0.4138382167276862,0.21991954295362054,1.7099331006733622,-0.23576064909225797,-0.26335016057150035
490,21,1526,286,630,630,86000,-2.0197842178302623,-0.8745364965323869,-1.6850556682284714,-0.974297388757318,-1.1948414569759822
491,NULL,2665,336,1304,264,115000,1,-0.6406783684370861,-0.4024197768384289,-1.8085703724530338,-0.8297975705471988
492,79,9490,240,1578,806,133000,0.368545732527415,-1.0896859743800635,0.11900787040322044,-0.5731169375812359,-0.6032186065569194
494,70,7931,308,1269,1269,155000,-0.0020571908039487318,-0.7716389201704545,-0.46902549820141326,0.4822611811376614,-0.3262887616799113
495,50,5784,273,886,190,91300,-0.8256192426514237,-0.935339609837165,-1.1978823919734998,-1.9772485166975229,-1.1281265398010667
496,60,7879,0,720,720,34900,-0.4138382167276862,-2.212204989237507,-1.513783813295083,-0.7691482944059124,-1.838073960303942
498,60,9120,240,1820,1026,184000,-0.4138382167276862,-1.0896859743800635,0.5795388581129983,-0.07164137361113353,0.038755124748872195
499,65,7800,288,899,864,130000,-0.20794770376581748,-0.8651821714085748,-1.173143124038677,-0.4409097434436635,-0.640981767221966
501,21,1890,264,1218,672,113000,-2.0197842178302623,-0.9774340728943192,-0.5660795493303334,-0.878561144726662,-0.8549730109905632
502,75,9803,603,1768,866,226700,0.20383332215792002,0.6081240355918197,0.4805817863737072,-0.43635087468029893,0.5762507782147016
503,70,9170,461,1214,1214,140000,-0.0020571908039487318,-0.05603304819883431,-0.5736916317718174,0.35689229014513585,-0.5151045650051441
505,24,2308,440,1322,855,147000,-1.8962499100531411,-0.1542534619988606,-0.36816540585175117,-0.4614246528788041,-0.4269905234533688
506,60,7596,400,1960,960,124500,-0.4138382167276862,-0.3413399644751012,0.8459617435649359,-0.22208404280216426,-0.7102142284412181
509,60,9600,360,1378,689,161000,-0.4138382167276862,-0.5284264669513418,-0.2615962516709761,-0.8398107602380632,-0.25076244034981815
510,80,9600,270,1041,1041,124500,0.40972383511978877,-0.9493710975228831,-0.9029141973659974,-0.037449857885899274,-0.7102142284412181
511,75,14559,288,1363,1008,164900,0.20383332215792002,-0.8651821714085748,-0.29014156082654086,-0.11267119248141465,-0.2016703314852576
513,70,9100,624,864,864,129900,-0.0020571908039487318,0.706344449391846,-1.2397488454016614,-0.4409097434436635,-0.6422405392441342
514,71,9187,484,1080,1084,134000,0.039120911788425014,0.051541690725004016,-0.828696393561529,0.060565820526438933,-0.5906308863352372
515,55,10594,200,789,768,96500,-0.619728729689555,-1.276772476856304,-1.3824753911794851,-0.6597354440851627,-1.0626703946483194
516,94,12220,900,2020,2006,402861,0.9862172714130213,1.997241316477906,0.9601429801871949,2.1622043204375045,2.7937161601864577
520,53,10918,282,2080,1276,234000,-0.7020849348743025,-0.8932451467800109,1.074324216809454,0.49821722180943745,0.6681411358329816
521,60,10800,0,1294,0,106250,-0.4138382167276862,-2.212204989237507,-0.4214499829421387,-2.410341049217157,-0.9399401224869179
523,50,5000,420,1664,1004,159000,-0.8256192426514237,-0.2477967132369809,0.28266764289512497,-0.12178893000814378,-0.2759378807931825
526,62,7500,453,1266,1257,176000,-0.3314820115429387,-0.09345034869408243,-0.47473456003252623,0.45490796855747406,-0.06194663702458531
527,70,13300,252,928,928,132000,-0.0020571908039487318,-1.0335600236371913,-1.1179555263379184,-0.2950259430159973,-0.6158063267786016
531,85,10200,600,1509,1461,175000,0.6156143480816575,0.5940925479061017,-0.012300551712377374,0.91991258242066,-0.0745343572462675
533,60,7200,392,827,0,107500,-0.4138382167276862,-0.3787572649703493,-1.3101606079853878,-2.410341049217157,-0.9242054722098152
536,70,7000,0,1347,1117,107500,-0.0020571908039487318,-2.212204989237507,-0.3205898905924766,0.1357871551219543,-0.9242054722098152
540,NULL,11423,670,1601,1581,272000,1,0.9214939272395227,0.16277734444175304,1.193444708222534,1.146474504256905
541,85,14601,765,1838,1838,315000,0.6156143480816575,1.365824370620594,0.613793229099676,1.779259344314881,1.687746473789239
542,NULL,11000,648,2285,969,248000,1,0.8185963508775903,1.4644434419355055,-0.2015691333670237,0.8443692189365323
543,78,10140,583,1680,1650,213250,0.32736762993504126,0.5145807843536995,0.3131159726610607,1.3507256805586116,0.4069459412330762
544,34,4058,367,767,723,133000,-1.4844688841294038,-0.49568632901799964,-1.4243418446076468,-0.7623099912608655,-0.6032186065569194
548,54,7244,624,768,768,129500,-0.6609068322819287,0.706344449391846,-1.4224388239972756,-0.6597354440851627,-0.6472756273328071
550,75,9375,615,2094,912,263000,0.20383332215792002,0.6642499863346919,1.1009665053546476,-0.3314968931229139,1.0331850222617651
551,53,4043,440,1069,1069,140000,-0.7020849348743025,-0.1542534619988606,-0.8496296202756098,0.026374304801204673,-0.5151045650051441
552,50,6000,288,928,928,112500,-0.8256192426514237,-0.8651821714085748,-1.1179555263379184,-0.2950259430159973,-0.8612668711014043
554,67,8777,520,1126,0,108000,-0.12559149858106997,0.21991954295362054,-0.7411574454844638,-2.410341049217157,-0.9179116120989741
555,85,10625,871,2046,998,284000,0.6156143480816575,1.8616036021826314,1.0096215160568405,-0.1354655362982375,1.297527146917091
556,58,6380,280,1048,993,113000,-0.49619442191243374,-0.902599471903823,-0.8895930530934005,-0.1468627082066489,-0.8549730109905632
559,57,21872,406,1446,729,175000,-0.5373725245048074,-0.3132769891036651,-0.1321908501657493,-0.7486333849707718,-0.0745343572462675
560,NULL,3196,420,1557,1374,234000,1,-0.2477967132369809,0.07904443758542981,0.7216017912143012,0.6681411358329816
563,63,13907,0,996,996,108000,-0.29030390895056496,-2.212204989237507,-0.9885501248326916,-0.14002440506160205,-0.9179116120989741
564,66,21780,396,1674,1163,185000,-0.16676960117344372,-0.36004861472272526,0.3016978489988348,0.24064113667933937,0.051342844970554385
566,66,6858,216,1647,806,128000,-0.16676960117344372,-1.2019378758658077,0.25031629251881826,-0.5731169375812359,-0.6661572076653304
572,60,7332,288,864,864,120000,-0.4138382167276862,-0.8651821714085748,-1.2397488454016614,-0.4409097434436635,-0.7668589694387878
575,70,10500,288,1109,372,139000,-0.0020571908039487318,-0.8651821714085748,-0.7735087958607706,-1.5623914592313473,-0.5276922852268263
576,80,8480,336,1216,832,118500,0.40972383511978877,-0.6406783684370861,-0.5698855905510753,-0.5138516436574966,-0.7857405497713111
577,52,6292,216,1477,861,145000,-0.7432630374666762,-1.2019378758658077,-0.07319721124424883,-0.44774804658871037,-0.45216596389673314
579,34,3604,540,1392,689,146000,-1.4844688841294038,0.31346279419174083,-0.23495396312578237,-0.8398107602380632,-0.43957824367505094
580,81,12150,352,1795,1050,131500,0.4509019377121625,-0.5658437674465898,0.5319633428537237,-0.01693494845075872,-0.6221001868894427
582,98,12704,1390,2042,2042,253293,1.150929681782516,4.289050971811853,1.0020094336153564,2.244263958178067,0.910996022069896
583,81,11841,0,816,816,118500,0.4509019377121625,-2.212204989237507,-1.3310938346994685,-0.5503225937644132,-0.7857405497713111
584,75,13500,880,2775,1237,325000,0.20383332215792002,1.9036980652397857,2.396923541017287,0.40931928092382835,1.813623676006061
585,51,6120,240,1573,884,133000,-0.78444114005905,-1.0896859743800635,0.10949276735136554,-0.39532105581001786,-0.6032186065569194
586,88,11443,880,2028,1868,369900,0.7391486558587788,1.9036980652397857,0.9753671450701628,1.8476423757653495,2.378812313959591
587,55,10267,275,838,816,130000,-0.619728729689555,-0.925985284713353,-1.2892273812713069,-0.5503225937644132,-0.640981767221966
590,50,9100,308,935,742,79500,-0.8256192426514237,-0.7716389201704545,-1.1046343820653215,-0.7190007380089022,-1.2766616384169165
591,64,8320,520,1582,770,185900,-0.24912580635819123,0.21991954295362054,0.12661995284470437,-0.6551765753217982,0.06267179317006835
593,60,6600,816,816,816,138000,-0.4138382167276862,1.6043596612778008,-1.3310938346994685,-0.5503225937644132,-0.5402800054485085
594,NULL,4435,420,848,848,140000,1,-0.2477967132369809,-1.2701971751675971,-0.47738069355058005,-0.5151045650051441
597,60,3600,216,1368,684,114504,-0.4138382167276862,-1.2019378758658077,-0.280626457774686,-0.8512079321464746,-0.8360410797771531
598,53,3922,648,1402,1258,194201,-0.7020849348743025,0.8185963508775903,-0.21592375702207253,0.45718740293915633,0.1671624587302522
599,80,12984,621,1647,1430,217500,0.40972383511978877,0.692312961706128,0.25031629251881826,0.8492501165885091,0.4604437521752255
600,24,1950,452,1556,716,151000,-1.8962499100531411,-0.09812751125598844,0.07714141697505883,-0.7782660319326415,-0.37663964256664
601,74,10927,736,1904,1058,275000,0.16265521956554627,1.2301866563253196,0.7393925893841609,0.0013005266026995498,1.1842376649219513
602,50,9000,544,1375,780,141000,-0.8256192426514237,0.33217144443936486,-0.2673053135020891,-0.6323822315049754,-0.5025168447834619
604,30,3182,480,1200,600,151000,-1.6491812944988986,0.032833040477379956,-0.600333920317011,-1.0426804202077864,-0.37663964256664
606,85,13600,486,1986,768,205000,0.6156143480816575,0.06089601584881604,0.8954402794345815,-0.6597354440851627,0.30309724940419813
610,61,7943,261,1029,1029,118500,-0.37266011413531247,-0.9914655605800372,-0.9257504446904492,-0.06480307046608669,-0.7857405497713111
611,NULL,11050,736,2153,1440,313000,1,1.2301866563253196,1.2132447213665356,0.872044460405332,1.6625710333458745
613,NULL,11885,531,1872,1299,261500,1,0.2713683311345867,0.6784959298522895,0.55064421258813,1.0143034419292418
614,70,8402,0,1120,1120,147000,-0.0020571908039487318,-2.212204989237507,-0.7525755691466898,0.14262545826700115,-0.4269905234533688
615,21,1491,0,630,630,75500,-2.0197842178302623,-2.212204989237507,-1.6850556682284714,-0.974297388757318,-1.3270125193036453
616,80,8800,480,1054,936,137500,0.40972383511978877,0.032833040477379956,-0.8781749294311746,-0.2767904679625391,-0.5465738655593496
619,90,11694,774,1828,1822,314813,0.8215048610435263,1.4079188336777482,0.5947630229959662,1.7427883942079645,1.6853925701077843
620,85,12244,749,2262,1482,305000,0.6156143480816575,1.2909897696300978,1.4206739678969729,0.967780704435988,1.561869271572417
621,45,8248,0,864,864,67000,-1.0315097556132924,-2.212204989237507,-1.2397488454016614,-0.4409097434436635,-1.4340081411879437
622,90,10800,624,2614,1522,240000,0.8215048610435263,0.706344449391846,2.0905372227475585,1.0589580797032794,0.7436674571630747
623,71,7064,484,980,980,135000,0.039120911788425014,0.051541690725004016,-1.0189984545986273,-0.17649535516851858,-0.578043166113555
624,NULL,2117,440,1512,756,168500,1,-0.1542534619988606,-0.006591489881264425,-0.6870886566653501,-0.15635453868720173
625,80,10400,484,1790,732,165150,0.40972383511978877,0.051541690725004016,0.5224482398018688,-0.741795081825725,-0.19852340142983704
628,80,9600,364,1520,1156,153000,0.40972383511978877,-0.5097178167037177,0.008632675001703439,0.22468509600756337,-0.35146420212327567
630,82,9020,520,1350,1248,168500,0.4920800403045363,0.21991954295362054,-0.31488082876136364,0.4343930591223335,-0.15635453868720173
631,50,9000,240,1750,636,124000,-0.8256192426514237,-1.0896859743800635,0.4463274153870295,-0.9606207824672243,-0.716508088552059
632,34,4590,627,1554,1554,209500,-1.4844688841294038,0.7203759370775641,0.07333537575431685,1.1318999799171123,0.359741990401768
633,85,11900,544,1411,1386,82500,0.6156143480816575,0.33217144443936486,-0.1987965715287337,0.7489550037944886,-1.23889847775187
634,80,9250,260,1056,1056,139400,0.40972383511978877,-0.9961427231419432,-0.8743688882104327,-0.003258342160665018,-0.5226571971381534
635,64,6979,576,1056,1056,144000,-0.24912580635819123,0.48184064642035734,-0.8743688882104327,-0.003258342160665018,-0.46475368411841533
636,60,10896,0,3395,1440,200000,-0.4138382167276862,-2.212204989237507,3.5767963194472965,0.872044460405332,0.2401586482957872
637,51,6120,0,800,264,60000,-0.78444114005905,-2.212204989237507,-1.3615421644654042,-1.8085703724530338,-1.522122182739719
638,50,6000,256,1387,811,93000,-0.8256192426514237,-1.0148513733895672,-0.24446906617763728,-0.5617197656728246,-1.1067274154242068
639,67,8777,0,796,796,85000,-0.12559149858106997,-2.212204989237507,-1.3691542469068883,-0.5959112813980588,-1.2074291771976644
640,53,3982,648,1567,1520,264561,-0.7020849348743025,0.8185963508775903,0.09807464368913964,1.0543992109399147,1.052834453527811
642,NULL,7050,650,1929,1057,226000,1,0.8279506760014024,0.7869681046434355,-0.0009789077789827342,0.5674393740595242
643,75,13860,538,2704,1952,345000,0.20383332215792002,0.30410846906792877,2.2618090776809474,2.0391148638266614,2.0653780804397046
644,80,10793,462,1620,780,152000,0.40972383511978877,-0.0513558856369283,0.19893473603880174,-0.6323822315049754,-0.3640519223449578
645,85,9187,478,1766,1766,370878,0.6156143480816575,0.02347871535356793,0.4767757451529652,1.6151400688337565,2.3911231043363963
647,60,7200,420,1048,0,98300,-0.4138382167276862,-0.2477967132369809,-0.8895930530934005,-2.410341049217157,-1.0400124982492913
649,70,7700,442,1839,756,155000,-0.0020571908039487318,-0.14489913687504857,0.615696249710047,-0.6870886566653501,-0.3262887616799113
650,21,1936,0,630,630,84500,-2.0197842178302623,-2.212204989237507,-1.6850556682284714,-0.974297388757318,-1.2137230373085055
651,65,8125,562,1665,813,205950,-0.20794770376581748,0.41636037055367314,0.284570663505496,-0.55716089690946,0.31505558361479624
652,60,9084,296,1510,755,108000,-0.4138382167276862,-0.8277648709133266,-0.010397531102006391,-0.6893680910470324,-0.9179116120989741
653,70,8750,512,1716,880,191000,-0.0020571908039487318,0.1825022424583724,0.3816247146344161,-0.404438793336747,0.1268691663006475
654,60,10320,216,1469,756,135000,-0.4138382167276862,-1.2019378758658077,-0.08842137612721669,-0.6870886566653501,-0.578043166113555
656,21,1680,264,1092,525,88000,-2.0197842178302623,-0.9774340728943192,-0.8058601462370772,-1.2136379988339576,-1.1696660165326178
659,78,17503,330,1458,912,97500,0.32736762993504126,-0.6687413438085221,-0.1093546028412975,-0.3314968931229139,-1.0500826744266372
660,75,9937,480,1486,1486,167000,0.20383332215792002,0.032833040477379956,-0.05607002575090998,0.976898441962717,-0.175236119019725
661,NULL,12384,550,1935,793,197900,1,0.36023441981080095,0.7983862283056613,-0.6027495845431057,0.2137244358302546
662,52,46589,711,2448,1629,402000,-0.7432630374666762,1.1132575922776693,1.7746358014259755,1.3028575585432836,2.7828781330755894
663,120,13560,576,1392,1392,110000,2.0568479388147387,0.48184064642035734,-0.23495396312578237,0.7626316100845824,-0.8927361716556097
664,90,10012,588,1181,1138,137500,0.8215048610435263,0.5379665971632295,-0.6364913119140597,0.18365527713728225,-0.5465738655593496
665,49,20896,1134,2097,2077,423000,-0.8667973452437975,3.0916973559639134,1.1066755671857607,2.3240441615369467,3.047220257730915
668,65,8125,575,1679,1408,193500,-0.20794770376581748,0.4771634838584513,0.3112129520506897,0.799102560191499,0.15833846685485298
670,80,11600,252,1180,700,137500,0.40972383511978877,-1.0335600236371913,-0.6383943325244308,-0.814736982039558,-0.5465738655593496
671,64,8633,540,1476,738,173500,-0.24912580635819123,0.31346279419174083,-0.07510023185461981,-0.7281184755356312,-0.09341593757879078
672,54,6629,300,1369,672,103600,-0.6609068322819287,-0.8090562206657026,-0.27872343716431497,-0.878561144726662,-0.9732975810743757
674,110,14442,416,1839,1477,257500,1.6450669128910012,-0.26650536348460496,0.615696249710047,0.9563835325275765,0.963952561042513
675,80,9200,384,1136,1136,140000,0.40972383511978877,-0.4161745654655974,-0.722127239380754,0.1790964083739177,-0.5151045650051441
676,24,2289,440,1441,855,148500,-1.8962499100531411,-0.1542534619988606,-0.1417059532176042,-0.4614246528788041,-0.4081089431208455
677,60,9600,779,1774,1095,87000,-0.4138382167276862,1.4313046464872783,0.4919999100359331,0.08563959872494405,-1.1822537367543
